user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
1455,PacificaLX,2,5,5,2,5,5
215,ILXAutomatic,1,3,3,4,2,5
513,500LPop,3,3,1,4,1,3
1306,OptimaLX,4,1,5,4,4,5
765,Outback2.5i,2,1,2,1,3,4
1342,AvalonXLE,4,4,4,2,1,3
286,EscapeSE,4,2,4,1,3,3
1583,300300C,1,1,4,1,2,5
1784,Q3quattro,1,4,1,3,4,1
257,ChallengerSXT,4,2,3,2,3,5
534,Silverado,1,4,2,1,5,1
718,QX30Sport,2,1,1,5,5,2
690,XC90T6,2,2,5,5,3,2
443,RDXFWD,2,3,4,3,1,3
824,EquinoxAWD,2,5,3,4,5,5
1650,FitLX,1,5,1,3,2,1
31,Expedition,4,2,1,5,1,2
825,CamaroCoupe,2,5,1,1,1,3
335,3,5,3,1,3,2,5
404,FusionHybrid,1,3,2,3,3,4
846,EdgeSE,5,3,3,3,5,3
1877,S4Prestige,4,5,3,1,4,4
430,F-150Lariat,3,3,2,5,1,4
1485,S5,4,5,3,4,4,4
1110,ElantraValue,3,5,4,4,1,2
237,A5,1,2,1,2,1,1
709,Q3quattro,1,5,4,2,5,1
1920,ImpalaLT,4,5,5,5,1,2
563,ChallengerT/A,3,1,5,4,4,3
1975,CamaroConvertible,4,5,5,1,3,2
6,Forester2.5i,2,5,4,1,4,4
621,FocusTitanium,1,1,5,5,4,5
1275,SportageEX,4,5,4,2,3,5
1231,FlexSE,2,2,2,3,4,4
473,500XLounge,2,3,2,1,3,4
205,ChallengerT/A,4,4,2,2,4,2
109,CLAAMG,2,3,5,1,2,3
1485,EquinoxFWD,5,2,3,2,5,5
775,PacificaLimited,2,5,2,3,2,2
801,FocusSE,1,5,5,5,4,1
1079,TraxFWD,2,3,4,5,4,1
1000,FusionPlatinum,4,2,3,4,3,4
1390,FlexLimited,1,1,4,2,4,3
924,CanyonExtended,1,2,1,2,4,5
498,VoltPremier,1,5,1,2,5,1
1518,200LX,4,3,3,1,3,4
938,C-HRXLE,5,2,3,4,5,2
1848,CamrySE,4,3,3,2,4,1
1647,FocusS,5,1,3,2,1,4
1049,RidgelineSport,4,2,4,5,1,2
684,FlexSE,5,3,3,2,4,2
1160,G905.0L,3,1,3,2,1,3
272,CTS-V,4,5,4,2,3,1
1432,SQ5Premium,2,5,2,5,4,1
41,CorvetteConvertible,2,3,1,3,4,3
1099,FlexSE,3,2,2,4,1,4
1555,RidgelineRTL-E,5,1,3,5,3,5
1395,TiguanS,4,4,1,4,4,3
1431,ImpalaLT,4,2,2,5,5,1
1822,SonataLimited,5,5,5,1,3,4
296,OptimaLX,2,5,4,3,5,3
474,CanyonCrew,2,2,1,5,3,5
799,AcadiaFWD,2,4,3,4,5,2
1009,ChallengerSXT,2,5,4,4,5,3
1537,FlexLimited,1,2,2,5,2,5
1713,CompassTrailhawk,3,5,1,4,3,2
1158,C-ClassC,2,3,4,1,3,2
53,California,4,4,4,1,2,5
1589,FusionTitanium,3,1,1,1,5,1
1785,PacificaLimited,3,2,1,2,5,2
1910,Crosstrek2.0i,2,4,4,3,4,3
284,ChallengerSRT,1,3,1,1,1,1
198,ChargerSXT,3,2,1,1,4,2
989,EdgeSport,5,3,4,1,4,2
793,XC90T5,3,4,1,2,5,1
1716,G805.0L,2,2,2,4,1,1
833,QX30FWD,1,1,5,5,4,4
1706,FocusRS,1,2,5,2,4,3
715,ChargerDaytona,5,1,1,5,5,5
86,i394,3,4,2,5,4,1
1594,OdysseyTouring,4,1,4,4,4,5
1947,FocusSEL,3,3,2,2,3,5
1378,TiguanSEL,2,4,5,2,1,3
1886,CorvetteGrand,3,4,5,3,3,1
1817,ChargerSE,5,1,3,3,2,2
1941,Savana,4,4,4,5,1,1
57,CX-3Touring,4,5,5,2,2,1
939,DurangoR/T,3,1,1,1,1,3
1429,MDXFWD,4,5,4,1,5,1
1105,FusionTitanium,2,4,1,1,3,5
1303,OptimaS,5,1,5,4,3,2
830,FiestaSE,1,1,2,3,4,3
1607,ChallengerGT,1,5,4,3,2,2
1772,500cPop,4,3,1,5,5,3
781,i394,4,3,4,4,1,5
348,CompassTrailhawk,4,5,5,5,3,3
562,OptimaS,5,5,2,2,1,4
909,GLAGLA,1,5,5,5,1,3
1220,300Limited,2,3,1,1,3,2
789,MustangV6,2,5,5,1,2,3
1781,CorvetteConvertible,3,4,5,2,4,1
1476,MustangEcoBoost,1,3,3,3,5,1
1172,3,5,3,3,5,5,5
548,Yukon4WD,4,3,1,3,2,1
1809,ChargerSE,5,3,2,2,3,1
520,XT5AWD,5,1,4,4,2,1
197,TiguanS,1,2,3,5,5,3
428,G903.3T,3,2,4,1,2,2
161,SQ5Premium,5,3,2,4,5,4
215,X4M40i,5,5,5,2,2,1
1620,JourneyCrossroad,1,3,5,4,2,5
1186,FocusTitanium,5,1,3,4,5,4
1086,GLCGLC,2,4,4,5,1,3
1655,Rover,4,4,4,1,5,2
1249,CamaroConvertible,5,1,2,3,2,2
1172,EncorePreferred,4,4,2,4,4,2
1333,Acadia,4,1,5,4,5,2
619,C-Max,4,5,5,1,4,3
233,E-ClassE,4,2,4,1,1,5
1685,FiestaTitanium,3,3,5,1,1,2
1026,Hardtop,5,5,5,1,4,4
381,QX30Luxury,3,3,1,1,4,2
193,FitSport,5,3,2,4,5,2
1783,RidgelineSport,5,3,1,4,1,3
412,MustangShelby,5,4,5,5,1,3
968,FocusTitanium,5,3,5,2,5,3
1125,Explorer4WD,1,4,2,5,3,1
1165,Transit,4,3,1,4,5,3
556,G805.0L,2,5,3,1,5,2
624,HR-VEX,3,2,5,4,4,3
1291,ExplorerFWD,4,5,2,2,3,4
1789,124,4,4,5,2,5,2
1978,EncoreFWD,5,4,1,3,5,5
528,Escape4WD,2,3,2,5,5,3
799,A63.0T,5,3,1,3,5,4
23,SonataSEL,3,1,5,4,3,1
1461,DurangoSXT,2,3,5,1,5,2
502,CamrySE,4,3,1,4,4,4
905,CompassSport,1,5,1,3,4,5
1813,SorentoLX,4,2,5,2,1,3
187,Altima2.5,5,1,3,1,1,5
746,ElantraSEL,3,3,1,2,5,5
1144,AvalonXLE,3,1,1,2,3,2
1787,ElantraSE,4,2,2,2,4,5
10,QX30Premium,2,2,4,2,2,2
817,Forester2.0XT,5,1,3,3,3,3
1096,XT5Luxury,3,2,2,2,2,2
1270,GLCGLC,4,4,1,3,5,3
357,GLCGLC,1,1,4,4,3,1
1530,124,1,1,4,2,2,5
1623,FocusSEL,2,4,5,2,5,2
1063,CherokeeLatitude,3,2,3,2,2,2
1614,Grand,5,2,5,1,4,2
423,EnvisionFWD,1,5,4,2,3,3
1405,SoulBase,3,2,5,2,2,2
703,Expedition,2,1,2,5,4,2
1525,HR-VEX-L,2,3,1,5,4,3
116,Elantra,2,4,1,1,3,4
925,ChargerDaytona,5,2,2,5,2,4
478,E-Series,4,3,3,4,3,2
1432,CompassSport,4,4,2,4,1,1
1051,ColoradoCrew,2,2,3,5,3,1
1193,LCLC,1,3,1,2,2,4
742,FocusS,3,3,1,4,3,1
1605,Sierra,1,5,5,4,3,2
1140,FusionTitanium,5,1,3,2,2,3
891,GLSAMG,3,2,4,5,2,4
1281,CorvetteCoupe,2,2,1,2,3,2
1679,SonataSEL,2,5,2,4,5,1
728,FiestaS,3,4,4,2,3,2
1770,CTS-V,4,1,3,1,2,2
755,MustangEcoBoost,5,3,2,4,5,5
1246,HR-VEX,1,3,1,4,1,3
298,ElantraSE,3,3,3,5,5,5
599,300300S,4,1,4,4,5,2
779,EscapeSE,5,2,1,1,2,2
349,ATS,1,5,5,1,2,2
1361,3,2,2,2,3,4,2
1419,ImpalaPremier,4,4,3,1,2,4
1728,488,3,2,5,5,5,3
287,AvalonHybrid,4,4,2,4,1,3
1921,300300S,1,1,3,3,1,1
464,JourneyCrossroad,2,3,2,4,3,5
1584,CompassTrailhawk,2,5,2,1,2,1
1227,EdgeSEL,3,3,3,3,4,2
353,HR-VEX-L,2,2,2,4,5,4
1721,ChallengerSRT,2,3,5,1,2,1
1962,FocusS,5,2,5,2,2,5
352,EquinoxAWD,3,3,4,5,1,2
66,TahoeLS,3,3,2,3,1,5
181,MalibuPremier,1,2,2,2,3,1
526,CX-3Touring,1,2,4,5,2,1
1027,OdysseyElite,5,2,5,3,4,4
715,Yukon4WD,1,1,2,3,3,5
1289,Legacy2.5i,2,3,1,4,5,1
313,Outback2.5i,2,3,1,5,2,2
776,QX30Premium,4,1,5,2,3,1
2000,QX30Premium,5,5,3,2,2,3
1780,3,1,2,1,1,1,4
1561,CorvetteGrand,2,1,5,4,1,1
971,Suburban4WD,4,4,4,3,3,3
341,F-150Platinum,3,1,1,5,5,1
991,Expedition,2,3,1,5,1,4
343,Explorer4WD,4,4,3,5,3,5
186,4,1,3,4,1,2,2
1309,RDXFWD,1,1,1,5,3,5
1050,TLXSH-AWD,3,5,2,3,3,2
1496,A4Premium,1,5,3,4,3,5
1594,TaurusSEL,1,3,5,1,5,1
287,QX30Luxury,2,3,3,3,3,3
1303,500LPop,1,4,2,1,4,4
769,ChallengerR/T,1,1,1,5,2,1
148,Civic,5,3,3,1,1,5
733,Suburban2WD,1,5,3,3,1,1
138,ExpeditionLimited,1,4,4,3,4,3
238,TraxFWD,2,3,4,3,2,5
1910,GLEAMG,5,2,2,4,2,5
686,Q5Premium,1,1,5,4,4,3
1018,3,1,5,5,2,5,3
1299,ILXAutomatic,4,5,5,4,1,4
439,FitLX,4,4,4,1,3,3
1113,EdgeSport,1,2,2,5,5,3
347,Yukon2WD,5,3,3,3,2,5
1980,CX-9Grand,2,3,4,3,3,5
79,F-150Limited,5,2,4,1,3,3
600,FlexLimited,5,3,5,4,3,2
1752,JourneyCrossroad,4,3,1,1,4,2
455,Q52.0,1,3,4,1,2,4
1090,GLSGLS,3,1,1,1,5,1
792,G803.8L,2,3,1,5,5,1
446,CamaroConvertible,1,4,4,3,4,4
622,LCLC,4,5,1,5,5,5
153,Suburban4WD,4,2,4,1,2,1
401,Sierra,4,2,4,5,5,3
156,DurangoCitadel,5,2,4,3,3,2
101,TT,4,1,4,5,1,3
1626,ColoradoCrew,2,2,2,3,4,3
576,RidgelineRTL,3,3,1,1,2,5
639,ChargerSRT,4,1,3,1,3,5
1991,EdgeTitanium,3,5,1,1,4,3
1491,VoltLT,4,3,1,1,3,4
975,C-ClassC,4,3,1,4,3,2
1971,200LX,2,5,4,1,1,1
317,A4Premium,2,4,3,2,2,2
1095,JourneyGT,4,4,5,4,4,5
239,OdysseyElite,3,2,2,4,1,5
556,FusionSport,3,5,4,4,2,2
1708,Q73.0T,1,5,4,1,2,1
492,MalibuPremier,5,1,1,5,2,1
1642,CLACLA,4,2,4,5,3,3
38,EdgeSE,1,1,1,4,5,5
928,FitEX-L,1,2,5,4,1,2
1913,500Pop,1,5,3,3,1,5
110,500XLounge,3,5,2,3,3,5
790,Q3quattro,3,3,4,3,5,1
1905,CamrySE,1,1,3,4,2,2
1264,ExplorerFWD,2,2,4,5,4,1
1661,GLEAMG,3,3,2,3,3,3
543,EscapeFWD,3,5,2,4,1,5
1167,EdgeSport,2,3,4,5,5,5
1173,HR-VLX,2,1,2,4,1,2
1121,C-ClassAMG,3,2,5,1,1,2
846,Q50Red,5,5,3,5,3,2
487,S60T5,3,5,2,3,4,2
62,Q73.0T,4,5,2,3,4,3
394,HR-VEX,2,2,1,1,1,3
1775,WRXManual,4,5,5,1,1,3
631,HR-VEX-L,2,5,4,4,5,5
1394,RidgelineRTL-E,4,3,2,4,4,5
257,ExpeditionLimited,2,1,3,3,5,4
418,XC90T5,4,2,1,1,5,4
1234,XT5FWD,5,4,5,3,1,2
917,Suburban4WD,1,3,5,1,3,1
157,PacificaLX,1,1,5,4,1,5
1240,FusionTitanium,2,3,5,1,1,1
898,G905.0L,2,2,5,2,3,4
965,Savana,5,5,4,5,2,3
1568,OdysseyTouring,5,1,2,1,3,3
753,FocusSE,2,1,4,1,4,5
395,300Limited,2,3,1,1,4,3
1153,FitSport,1,4,5,4,1,3
148,Elantra,4,5,5,2,5,3
666,500cPop,2,4,5,2,2,5
1510,F-150Platinum,5,1,3,2,4,2
1203,G803.3T,2,3,4,4,1,4
896,A5,5,5,4,3,2,2
1897,OdysseyElite,2,5,1,4,2,5
1486,300300S,4,1,2,4,4,2
718,CompassSport,2,5,1,5,1,1
180,X1xDrive28i,2,4,3,4,3,3
905,5,2,4,4,3,4,1
957,G803.8L,3,3,2,4,4,2
966,Santa,3,1,5,2,4,3
297,S3Premium,2,1,1,5,4,5
402,500XPop,1,2,4,1,2,1
1365,CamryXLE,1,2,5,1,3,4
1241,XTSFWD,1,5,4,3,3,4
312,ElantraSEL,3,5,3,4,3,3
1494,JourneySE,4,2,5,1,3,3
1594,Outback2.5i,5,2,2,2,5,4
545,200Limited,2,2,5,4,5,1
1203,CLACLA,4,2,5,4,2,3
318,ChallengerSRT,5,3,4,5,1,4
215,A4Season,2,2,3,3,1,2
180,JourneyGT,3,2,1,2,1,2
1477,GLSAMG,3,5,1,1,1,4
1996,ChargerSRT,4,3,5,2,3,2
496,EdgeSE,3,3,5,2,1,4
703,QX30Premium,3,1,4,5,4,3
397,ExpeditionPlatinum,1,5,5,1,1,4
683,S4Premium,2,1,4,1,3,4
546,EdgeSEL,5,5,4,1,5,4
1297,Express,5,5,3,2,1,2
1483,F-PACE35t,3,5,4,2,3,1
317,California,5,5,5,1,4,2
1071,DurangoGT,2,4,4,4,2,3
1881,FocusST,1,1,2,1,5,2
1271,EdgeSE,2,1,5,1,5,4
359,FocusST,1,3,1,2,5,5
996,G805.0L,5,3,5,5,2,3
311,FusionHybrid,2,3,1,2,1,3
280,OdysseyTouring,2,5,4,5,4,3
1754,EdgeSEL,5,3,4,1,2,3
1531,SLSL,4,3,5,2,1,3
209,CLACLA,3,2,2,3,2,2
402,C-ClassC,2,3,2,3,2,5
1085,Atlas3.6L,2,3,4,4,1,3
1901,TT,2,4,2,4,4,3
178,CamrySE,4,4,2,1,1,5
1873,XE25t,2,2,4,3,5,5
603,TahoeLT,4,1,1,5,3,5
1118,XT5FWD,5,3,1,3,5,1
1912,FocusTitanium,3,4,3,4,1,5
1333,SonataLimited,3,4,1,4,4,1
1803,EncorePreferred,3,2,1,5,4,3
772,X4xDrive28i,2,5,4,1,3,3
1752,S60T5,5,1,3,5,2,1
228,MustangGT,5,3,1,1,5,5
1632,Q3Premium,3,5,5,5,3,1
1885,EnvisionFWD,3,2,2,1,2,1
505,Crosstrek2.0i,1,2,1,4,5,3
89,CamryXLE,4,5,1,2,5,1
20,500XPop,4,4,1,5,3,3
1570,FocusSE,4,5,5,4,3,1
1779,CountrymanCooper,1,4,3,5,4,5
1527,Romeo,2,2,4,4,4,3
413,RidgelineRTL-E,2,5,5,5,1,4
1351,A3,1,3,4,5,4,2
433,VoltPremier,5,2,3,2,3,1
768,A4Season,2,5,2,3,2,5
1195,S60T5,3,5,1,5,3,2
851,500cPop,1,1,2,3,2,3
440,Q52.0,2,5,2,2,1,2
238,F-150XLT,3,1,2,4,1,4
123,500LLounge,2,2,4,5,2,1
465,TT,4,4,1,2,5,1
643,500cPop,3,1,3,1,3,2
267,Soul#NAME?,2,3,1,1,3,2
84,OdysseyEX-L,4,5,5,2,5,4
1337,S60T5,4,2,1,3,4,4
41,S60T5,1,2,5,4,5,4
243,EnvisionFWD,2,3,2,2,2,2
1140,ATS,2,5,5,5,5,3
492,FlexSE,5,1,3,3,5,3
347,Challenger392,3,3,4,3,3,4
413,SSSedan,1,4,5,3,1,3
263,TahoeLT,3,4,3,2,2,5
1218,PacificaLX,1,1,4,5,4,1
1058,X3xDrive35i,4,5,2,5,4,3
1105,Crosstrek2.0i,3,4,2,4,2,4
1017,CT6,4,3,4,1,2,1
27,X4xDrive28i,2,5,5,1,4,4
1664,FusionS,5,4,3,4,5,4
1750,G803.8L,1,3,2,5,1,2
399,QX30Luxury,4,5,3,1,5,1
290,300300C,5,1,4,2,1,5
851,FocusS,2,2,3,4,5,4
1429,G903.3T,3,5,5,1,5,5
990,500LTrekking,3,5,4,4,4,1
253,300300S,4,3,2,2,1,4
1447,Romeo,3,3,1,2,2,5
1401,ChallengerSRT,4,2,4,2,4,5
508,ExpeditionXLT,2,3,4,4,4,3
259,3,4,5,3,3,2,2
1157,RDXAWD,4,5,1,5,1,2
1515,A3,2,4,5,5,4,3
729,G803.8L,2,2,5,4,2,4
263,FiestaSE,1,5,3,1,2,3
1944,EdgeSE,2,1,2,1,4,4
851,Challenger392,5,3,5,2,1,1
1666,F-150XLT,2,3,4,3,2,4
1195,Soul#NAME?,5,3,4,4,5,5
1610,C-HRXLE,3,1,2,1,3,4
1099,SorentoSX,3,1,3,1,3,2
484,Malibu1LS,3,5,3,4,2,5
844,Silverado,1,4,2,5,1,4
109,EquinoxAWD,5,4,5,2,1,2
509,OdysseyLX,2,2,2,2,5,4
52,Outback2.5i,5,2,2,5,5,2
1272,GLCGLC,1,2,3,2,1,3
1420,Yukon2WD,1,2,4,5,1,5
238,JourneySE,2,2,4,5,4,4
466,ExpeditionPlatinum,1,5,4,4,4,3
1004,F-150King,3,2,5,3,1,5
707,F-150Platinum,2,4,2,4,5,5
436,FusionHybrid,3,2,4,5,3,4
1033,EquinoxAWD,3,5,3,2,1,3
627,CX-9Grand,5,1,3,5,4,5
966,FocusRS,2,2,2,3,2,1
1095,300300C,2,3,3,1,5,4
1520,SoulBase,3,3,5,3,1,5
932,FocusTitanium,1,4,3,4,5,3
1600,GLEAMG,5,4,4,3,1,5
1,SonataSport,5,2,1,1,5,5
49,G903.3T,1,3,3,1,3,1
649,S5,2,3,5,4,4,4
107,ATS,2,4,3,2,2,5
776,CanyonExtended,1,1,1,5,1,1
175,F-150King,3,3,1,4,3,4
1880,G803.3T,1,2,2,5,2,4
78,SorentoLX,1,2,3,5,1,1
1355,QX30Premium,3,1,2,3,2,3
655,CTS-V,5,5,4,5,5,2
605,ImpalaLS,4,4,4,3,2,5
15,Santa,4,1,4,2,2,1
45,ChargerSRT,1,4,1,4,1,3
433,SonataSE,1,1,5,2,3,1
1915,EscapeSE,2,3,4,4,1,3
1287,Mazda3,2,1,1,5,5,5
669,G805.0L,3,4,2,1,5,1
1943,GLEAMG,1,3,3,5,2,4
1978,SorentoEX,3,2,1,4,3,4
1048,F-150Platinum,1,4,5,1,4,4
1263,SorentoLX,4,2,3,4,3,5
1055,488,3,3,1,3,3,2
1754,G803.3T,5,1,3,5,1,1
177,XT5Luxury,3,4,1,2,3,4
1309,Transit,5,4,2,3,1,3
1381,Outback2.5i,2,5,3,1,4,2
708,200Limited,2,5,3,2,2,1
865,MustangShelby,5,5,5,4,5,3
905,OdysseyElite,1,2,1,4,2,3
1047,X3xDrive35i,1,2,2,1,2,2
1792,RidgelineRTL-E,4,4,5,5,1,3
246,F-150King,3,3,3,1,5,2
1514,EnvisionFWD,2,2,2,4,3,4
987,QX30FWD,1,1,2,5,3,5
624,F-150Raptor,3,1,1,1,3,2
256,FusionTitanium,3,1,5,2,4,5
1853,SonataSport,4,1,2,1,2,2
1213,FiestaTitanium,4,3,5,3,2,1
1389,ChargerSXT,5,4,5,3,1,4
1446,SQ5Premium,5,2,1,1,1,2
588,A4Season,1,3,2,4,4,2
239,OdysseyTouring,4,2,4,4,3,1
137,TahoeLS,2,3,3,3,4,5
371,ChargerSE,5,4,2,5,5,5
1788,Rover,1,3,5,2,3,5
166,S4Prestige,2,2,2,5,3,2
844,ChargerSRT,1,3,3,5,3,5
463,CT6,4,2,4,4,1,5
843,GLEGLE,4,5,4,2,2,5
1356,300300S,4,2,5,4,3,4
1608,CT6,5,2,1,2,2,5
607,HR-VLX,5,5,5,2,2,1
844,Suburban4WD,1,3,2,5,3,4
352,Mazda3,5,1,3,3,5,3
425,TraverseFWD,5,3,1,5,4,5
521,Q73.0T,3,5,3,4,5,5
1207,Civic,4,4,4,4,3,4
896,S3Premium,5,1,3,2,3,2
1138,XF25t,4,3,3,5,1,4
823,CT6,4,1,2,2,1,3
1039,Outback2.5i,1,3,2,4,2,3
1556,124,1,1,2,2,5,2
393,Atlas3.6L,1,5,4,5,3,3
1009,Accord,4,4,2,4,3,3
1035,XT5AWD,1,2,3,4,1,5
914,FocusS,5,4,2,1,4,1
1463,CorvetteStingray,2,2,1,4,5,2
1214,MalibuPremier,4,1,3,4,4,3
481,A3,4,4,3,4,1,2
610,488,2,2,1,2,5,5
1431,DurangoCitadel,3,5,3,1,3,3
964,EscapeS,1,2,2,2,3,5
1086,500,3,5,4,3,5,1
1632,FusionS,5,1,5,3,2,5
1382,Legacy2.5i,5,5,5,1,5,3
934,ATS,1,3,4,1,5,4
1296,Suburban2WD,1,4,1,5,3,3
1130,CTS-V,5,1,4,4,2,4
1823,ElantraLimited,5,1,1,3,3,2
531,EquinoxAWD,5,2,4,3,2,3
1267,ExpeditionPlatinum,2,4,2,3,3,4
1395,Transit,4,2,1,5,4,5
1952,FlexSE,5,3,1,3,3,5
1246,CorvetteStingray,4,5,3,5,1,5
830,EscapeS,2,1,2,5,1,5
281,F-150King,2,1,5,4,5,4
88,RidgelineSport,3,2,2,5,3,3
140,ExpeditionXLT,5,4,1,4,5,2
528,G803.8L,4,1,4,1,5,2
1611,HR-VEX,1,4,4,2,4,3
1407,PacificaLX,1,4,3,4,3,1
365,Q52.0,2,4,3,3,1,4
1441,EscapeFWD,4,5,1,3,1,2
920,E-ClassE,3,1,3,4,5,1
209,OdysseyEX,2,4,5,5,2,1
134,SoulBase,2,5,4,3,2,4
1711,Hardtop,4,4,3,4,3,3
1499,Challenger392,3,5,4,2,4,2
833,CTS,3,4,2,5,4,1
663,CamaroConvertible,5,2,1,5,2,4
1343,GLEAMG,5,4,4,5,1,4
183,OptimaLX,1,3,2,3,3,4
1016,PacificaLX,2,3,4,4,1,2
553,Civic,1,3,2,5,1,2
1562,TahoePremier,3,3,1,2,3,2
357,VeranoSport,2,2,5,1,4,5
1339,SportageSX,1,1,1,4,5,1
1684,EdgeSport,5,3,4,5,1,3
717,ChallengerT/A,5,2,5,1,5,2
723,Elantra,1,3,5,3,1,4
144,Malibu1LT,1,4,3,2,5,3
1917,CamryXLE,2,2,3,1,4,3
1804,ColoradoCrew,5,4,3,3,5,1
1731,Outback2.5i,3,5,5,5,5,3
1854,X4M40i,4,1,2,5,5,4
295,S4Prestige,4,2,3,1,4,1
658,ImpalaLS,1,5,1,4,5,4
777,SorentoLX,3,5,2,1,1,4
1190,MDXFWD,5,1,5,1,1,1
127,F-150XL,4,5,3,2,5,2
881,Soul,5,2,2,1,2,5
1545,FusionPlatinum,1,4,5,2,1,3
1200,G803.8L,4,4,3,5,3,4
1151,i394,3,1,4,2,2,2
1254,WRXLimited,5,3,2,4,3,5
1273,TiguanSEL,4,3,2,5,3,4
738,WRXLimited,3,3,3,1,1,1
1251,ChargerSXT,4,1,2,4,4,5
1185,Savana,3,1,3,5,5,1
364,PacificaTouring,4,4,3,5,2,1
983,EscapeS,3,2,2,1,4,2
1796,G805.0L,3,2,3,1,3,4
1955,ChargerSXT,5,4,5,1,3,2
862,Santa,1,4,2,5,5,1
337,XT5AWD,3,1,1,1,2,3
1564,EdgeTitanium,2,4,4,1,1,2
1173,SorentoEX,2,2,2,3,5,1
105,500Pop,1,3,3,3,4,5
1816,FocusRS,3,3,4,4,2,5
239,Accord,5,4,4,3,1,3
1871,C-ClassC,4,2,1,2,1,4
802,F-150Lariat,5,4,2,1,1,2
1295,S5,1,1,2,1,1,3
1882,JourneySXT,5,1,1,1,5,4
402,QX30Luxury,1,5,4,4,2,2
1646,SportageLX,4,3,4,3,3,2
1425,F-150XLT,3,2,2,5,4,4
925,Yukon,5,5,1,5,4,5
1040,S3Premium,5,2,5,1,4,4
424,JourneyGT,1,2,4,5,5,4
842,S5,1,1,5,5,4,4
1076,OdysseyLX,5,3,5,3,4,1
1123,124,3,1,3,3,5,3
1506,PacificaTouring-L,5,5,2,2,3,5
623,FitEX,1,1,1,1,5,5
1988,F-150King,4,4,5,1,3,5
793,CorollaLE,2,2,5,5,4,5
417,TiguanS,2,2,2,3,4,5
284,A63.0T,3,3,5,1,5,5
1032,ImpalaLS,3,5,3,4,3,1
971,TaurusLimited,4,5,5,1,5,2
1217,ChallengerGT,1,2,4,5,5,4
1505,PacificaTouring-L,5,2,1,1,4,1
1102,EscapeSE,2,5,4,3,1,3
1084,TT,3,2,5,4,2,2
545,VoltPremier,3,1,1,1,4,2
19,EdgeSE,2,3,4,4,2,5
1810,Escape4WD,2,4,3,1,1,3
1374,Malibu1LS,4,4,3,5,3,1
