user_id,car,comfort,performance,fuel_economy,interior_design,exterior_styling,reliability
1237,DurangoGT,1,5,5,3,4,3
1008,CX-9Grand,2,5,3,3,3,2
274,XC90T5,3,2,1,1,4,5
993,ChargerSXT,2,3,4,3,4,5
1876,Malibu1LT,2,2,5,5,5,2
1608,QX30Luxury,4,2,4,1,5,4
1103,ChallengerSRT,2,5,4,3,1,1
772,CruzeSedan,4,1,5,4,5,5
1160,AvalonHybrid,5,3,1,3,5,1
317,FusionS,3,5,5,2,5,3
1124,CLACLA,5,2,2,2,3,1
424,FlexLimited,4,5,4,3,3,5
1220,GLAGLA,2,4,4,5,5,3
927,LCLC,4,5,1,1,5,4
1686,Silverado,4,2,4,2,3,2
608,5,1,1,2,3,2,4
1285,ElantraValue,1,1,1,4,1,4
1056,Crosstrek2.0i,4,1,3,5,1,1
80,QX30Luxury,2,5,2,1,1,1
1232,F-150Limited,3,5,1,3,2,5
1030,GLSGLS,4,1,2,4,4,2
1086,MustangShelby,3,1,4,3,2,1
507,CanyonCrew,1,1,5,2,1,4
1692,500cPop,4,1,1,5,1,4
1709,SQ5Premium,3,1,5,1,3,3
1913,PacificaLX,4,1,3,1,4,2
223,Rover,2,2,5,2,3,2
776,Atlas3.6L,5,5,1,3,3,5
606,Atlas3.6L,3,1,3,5,5,5
1030,Soul,2,1,1,5,2,3
392,JourneyCrossroad,4,3,1,3,5,1
1853,RDXFWD,4,1,2,2,5,5
353,ChargerSXT,1,2,3,2,1,3
816,FusionHybrid,2,4,2,4,4,1
319,F-150King,4,1,4,1,1,2
1648,500LLounge,2,3,1,4,2,1
1553,MDXFWD,3,4,3,5,1,2
1875,PacificaTouring,4,1,2,2,5,3
10,Q52.0,5,1,2,5,2,1
1555,ChallengerR/T,3,1,1,5,1,4
1061,TraverseFWD,4,3,3,3,4,5
1183,AvalonXLE,1,1,5,3,5,1
1582,Atlas3.6L,1,1,1,1,2,2
637,Q3Premium,5,4,4,4,5,4
1184,CamaroCoupe,2,4,4,1,2,2
71,FitEX-L,5,4,4,3,3,1
653,PacificaTouring-L,1,5,1,3,4,5
1548,Malibu1LS,4,4,5,2,3,1
493,F-150Lariat,5,4,5,1,2,5
998,RDXAWD,5,1,1,2,4,5
1682,Yukon4WD,5,3,4,4,5,1
1184,JourneyGT,1,1,1,5,3,3
460,XT5FWD,1,1,5,3,3,3
24,F-150Limited,4,3,4,3,3,5
252,S4Premium,3,1,5,4,4,4
17,Suburban4WD,2,5,5,1,1,4
1153,300Limited,2,1,5,5,5,1
427,DurangoCitadel,1,1,3,2,2,1
1106,Legacy2.5i,5,4,4,2,1,3
426,ElantraSport,5,3,2,2,1,1
1156,QX30Luxury,3,3,1,1,1,3
20,RDXAWD,2,3,4,3,4,1
435,SportageLX,1,4,4,2,5,3
901,Suburban4WD,2,3,1,2,3,1
436,CherokeeLatitude,1,2,1,1,3,4
903,Soul,2,3,2,2,1,2
226,TT,1,5,2,1,3,4
776,Yukon4WD,1,1,5,5,5,5
1087,Forester2.0XT,4,5,1,5,2,2
1114,LCLC,2,4,5,4,3,3
396,Outback2.5i,5,4,2,1,3,4
903,200Limited,1,1,5,5,4,5
1448,124,2,5,5,5,5,1
625,EscapeFWD,4,2,4,5,3,1
1012,XTSFWD,1,1,1,1,1,2
624,GLEAMG,5,2,1,1,4,3
951,CorvetteCoupe,5,4,1,3,5,4
1824,XT5FWD,5,4,3,1,4,2
408,ChallengerSRT,2,4,5,3,4,1
23,SportageSX,3,3,4,5,2,4
1924,F-PACE25t,4,5,1,1,3,3
1948,CamaroCoupe,2,4,4,1,4,5
1696,Civic,4,5,2,5,2,3
221,TT,4,4,4,4,3,2
158,TerrainFWD,1,1,4,2,2,2
492,WRXLimited,2,2,1,2,2,3
1625,ExpeditionXLT,5,3,5,3,1,3
285,500,3,5,4,5,4,1
488,FusionTitanium,2,4,2,4,3,3
1405,OptimaLX,5,1,3,3,1,3
1762,ChargerR/T,1,5,4,2,4,5
1227,FlexSE,5,1,2,3,1,4
960,Q52.0,2,4,1,4,2,5
844,ElantraSport,5,4,5,4,1,5
208,Suburban4WD,3,3,1,4,1,2
24,Altima2.5,5,2,1,2,3,1
1,CT6,2,3,1,1,2,2
440,MustangEcoBoost,5,1,2,1,2,2
1407,Grand,3,3,5,3,4,5
651,CorvetteGrand,4,3,4,3,5,2
227,X3xDrive35i,4,5,3,4,4,5
953,XC90T6,3,4,2,5,3,2
425,X1xDrive28i,5,2,1,2,5,1
652,Atlas3.6L,2,1,2,1,1,2
175,Soul,1,3,2,1,2,1
1192,GLAGLA,3,3,1,5,4,4
856,F-150King,3,5,1,4,3,5
1729,JourneySE,2,2,4,5,3,1
1959,Outback2.5i,1,3,3,5,5,5
1557,TLXSH-AWD,4,1,5,2,5,3
427,200Limited,3,4,4,3,1,1
1337,Transit,2,4,3,3,4,1
1050,Savana,5,4,1,1,2,4
564,MustangEcoBoost,2,1,1,5,2,3
216,Malibu1LS,3,3,1,3,5,3
692,TaurusLimited,2,3,1,3,3,5
1529,ChargerR/T,5,2,2,3,4,2
66,XT5FWD,2,3,1,2,4,4
701,EdgeSport,5,5,5,3,5,4
1656,MustangShelby,1,3,4,2,2,2
1583,FusionHybrid,3,5,4,4,2,4
355,SQ5Premium,3,3,4,4,3,3
580,SonataSEL,5,1,5,5,1,4
987,X4xDrive28i,5,5,1,2,3,3
1213,CX-3Touring,5,1,4,1,5,5
173,AMG,5,1,5,4,4,2
819,EnclavePremium,5,4,3,5,1,5
1470,Forester2.0XT,5,3,4,4,5,4
23,TiguanSEL,5,3,5,3,4,1
1168,XE25t,5,1,2,4,3,4
911,G805.0L,1,2,4,5,5,4
1946,500XLounge,5,3,5,2,5,2
1209,F-PACE35t,5,5,4,3,5,4
1551,SonataSE,4,3,4,4,3,5
1038,500XTrekking,5,5,4,4,2,3
1377,HR-VEX,2,4,2,3,1,3
847,EnclavePremium,4,2,3,4,1,5
794,ATS,3,5,4,2,1,1
1661,ChargerSE,2,5,5,2,3,4
26,Yukon2WD,2,2,2,2,3,3
1814,A4Premium,1,5,4,5,4,3
1952,CTS-V,5,1,5,4,2,5
442,TaurusLimited,5,3,1,4,3,5
468,FusionSport,3,4,3,4,3,1
1682,A4Premium,5,1,5,2,5,1
1222,EnclavePremium,5,2,4,3,2,4
917,TaurusSEL,2,2,3,4,2,5
1825,5,5,1,3,5,3,1
1637,Rover,1,1,2,1,2,3
1235,Suburban2WD,5,5,1,3,1,4
60,C-HRXLE,5,3,3,3,4,1
1912,FusionSport,2,3,2,4,4,1
1264,TerrainAWD,3,5,5,3,5,2
570,CompassSport,2,2,3,5,2,2
223,Civic,4,3,4,1,5,1
527,SQ5Premium,5,2,1,1,2,1
1945,ChargerSXT,3,1,5,3,1,3
419,ChargerR/T,2,1,1,5,4,3
1225,CorvetteConvertible,3,3,4,4,4,2
1541,500LTrekking,3,2,4,3,3,5
871,500Pop,3,2,4,2,2,1
376,CruzeSedan,5,2,2,5,4,5
1285,Crosstrek2.0i,3,3,5,2,1,3
258,TraverseFWD,5,5,5,3,3,3
1529,CorvetteStingray,3,5,5,5,4,4
530,QX30FWD,4,3,4,4,1,2
520,ElantraValue,1,4,3,5,4,5
333,Q52.0,2,1,2,1,5,3
286,Hardtop,3,1,5,1,1,5
1128,Suburban4WD,1,3,3,3,2,5
1136,F-150XLT,4,3,4,2,4,5
101,ImpalaLS,3,4,4,3,1,5
849,ExpeditionPlatinum,5,1,1,1,5,3
1831,EdgeSport,5,5,4,3,4,5
1635,CompassLatitude,1,4,5,5,3,1
1468,500LTrekking,4,5,3,5,2,1
201,TT,2,4,2,3,1,4
1987,EncorePreferred,5,5,1,2,5,1
1199,A3,1,1,5,2,5,4
1571,Santa,4,1,5,2,3,3
1144,CompassSport,5,2,5,3,5,4
1538,AvalonHybrid,2,5,4,3,4,4
797,PacificaLX,2,1,3,1,1,2
1350,TerrainFWD,3,1,4,3,4,3
1085,CompassTrailhawk,2,3,5,1,4,2
1280,ImpalaLS,4,2,1,3,3,3
1023,A4Season,1,1,5,3,2,2
1502,500,3,1,4,3,5,4
257,CT6,4,5,3,2,1,5
1651,500cPop,3,5,2,5,2,5
901,ChargerR/T,2,1,4,2,4,1
1599,DurangoSXT,4,2,2,1,3,1
1153,HR-VEX-L,3,4,1,2,5,1
756,GLAGLA,3,5,1,3,3,4
1039,TaurusLimited,1,1,3,4,5,1
1320,OdysseyEX-L,2,5,4,5,5,4
1560,PacificaTouring-L,3,5,2,3,1,5
1180,CamaroConvertible,3,4,3,2,2,4
281,FusionS,3,3,5,1,3,4
1825,DurangoSXT,5,2,2,2,3,3
1618,CruzeSedan,5,4,5,2,2,3
815,SQ5Premium,3,1,4,4,1,4
129,5,3,1,2,3,2,4
1942,A4Premium,4,5,1,4,4,2
1520,FlexSE,1,4,3,1,5,2
927,EnclaveLeather,4,2,2,5,5,3
1929,Civic,4,2,2,5,5,1
1806,Yukon,4,5,2,2,2,2
1491,ImpalaLT,4,2,5,4,4,5
1656,EncoreFWD,3,1,4,5,2,2
1959,300300C,3,4,3,1,1,5
1141,F-150Platinum,4,4,5,3,1,4
1395,Rover,1,4,4,1,4,4
180,EdgeTitanium,4,5,4,5,4,4
252,Civic,2,1,2,4,4,5
1643,Savana,4,4,2,2,5,5
1451,SonataSEL,5,1,5,5,1,1
1948,TLXSH-AWD,5,3,4,5,3,2
1078,CruzeSedan,5,3,5,5,4,1
362,Santa,4,2,3,2,1,3
417,Versa,2,3,2,1,5,5
567,500XPop,5,4,2,3,3,4
724,ColoradoCrew,1,3,1,5,3,3
847,ElantraValue,5,3,5,5,5,2
556,CX-3Touring,3,2,1,5,5,2
1021,EquinoxFWD,2,3,3,5,2,2
1482,Soul#NAME?,1,1,1,1,2,1
370,TraverseAWD,1,2,2,5,2,5
235,Yukon,1,5,4,4,2,2
1531,Suburban2WD,2,4,1,5,1,3
1895,Elantra,5,4,1,5,4,2
1212,F-150Limited,5,1,5,5,5,5
840,Super,5,2,4,4,1,1
1298,SSSedan,5,1,2,3,3,4
424,Romeo,4,1,2,5,2,2
1213,Hardtop,5,3,3,1,3,1
1780,5,4,4,4,3,4,4
88,QX30Sport,3,5,1,2,1,5
1556,C-ClassAMG,3,1,4,3,3,5
1645,ChallengerGT,3,1,4,1,2,1
75,CT6,4,5,5,5,5,4
372,A63.0T,2,1,3,5,2,3
397,LCLC,3,2,2,1,3,3
454,C-Max,5,1,4,4,5,4
1177,CTS,1,5,1,4,5,4
1652,ExpeditionLimited,4,2,3,3,3,3
970,AMG,2,3,5,2,3,2
110,F-PACE25t,5,3,2,2,4,1
1059,CanyonExtended,3,2,5,2,2,1
786,F-PACE25t,3,5,4,3,2,4
1207,TraverseAWD,1,3,5,5,1,3
1261,TraverseAWD,4,4,2,4,4,3
1194,SorentoEX,3,2,3,3,1,5
1690,S3Premium,4,1,2,3,5,5
1920,E-Series,5,1,5,1,2,1
979,CorvetteCoupe,1,2,2,4,1,5
733,DurangoCitadel,5,5,1,4,4,2
803,CompassLatitude,1,2,2,4,1,5
927,CompassSport,3,3,3,2,3,2
1666,FiestaST,3,5,5,1,2,2
801,Yukon4WD,4,5,4,2,4,4
1473,SonataSEL,4,5,4,1,1,1
1299,TahoeLS,5,2,2,1,5,4
880,ChallengerT/A,1,5,4,3,5,4
107,RDXAWD,1,3,2,5,2,5
893,TahoeLS,1,1,5,5,1,4
501,XT5FWD,2,3,5,1,4,3
1090,California,5,3,2,3,3,3
1718,ElantraLimited,2,2,2,2,3,1
1443,XC90T6,1,3,5,4,2,5
1856,200LX,2,3,5,1,3,5
336,S3Premium,2,4,1,1,4,4
623,G905.0L,3,5,5,5,5,2
702,HR-VEX-L,1,2,3,1,1,5
812,ImpalaLT,4,4,5,1,1,5
545,X4M40i,1,3,4,4,4,2
187,Atlas3.6L,4,2,1,2,5,5
755,500LLounge,2,1,1,1,4,5
1344,FusionTitanium,4,4,1,5,2,1
310,S4Premium,2,3,5,2,3,5
701,TiguanSEL,4,5,2,1,1,2
900,Legacy2.5i,4,5,5,3,1,5
354,FusionSE,2,4,4,1,4,4
374,Express,2,3,3,1,2,3
1069,CX-9Grand,2,2,3,1,2,2
1686,E-Series,3,1,5,1,4,1
1187,EdgeSE,5,1,2,1,3,5
1532,SonataSEL,4,4,1,5,2,3
87,Q73.0,3,2,4,4,1,2
1546,TaurusSE,2,1,4,5,1,4
897,FocusST,3,4,4,1,4,2
1937,MDXFWD,3,1,2,1,4,5
1393,WRXManual,1,2,1,1,4,1
1736,X5xDrive35i,2,3,4,1,3,4
658,OptimaS,1,4,4,1,3,1
401,FusionSE,5,5,3,5,3,5
559,F-150Raptor,2,2,2,1,4,4
20,TaurusSE,2,2,2,2,1,3
458,Q52.0,2,4,3,3,5,5
607,AcadiaFWD,1,5,4,1,4,1
1328,Challenger392,1,4,3,1,3,4
479,SorentoLX,5,5,5,4,3,2
756,EscapeS,5,3,3,5,3,2
552,300300C,4,1,3,2,4,2
784,FocusSE,3,2,2,1,4,3
1768,OdysseyEX,5,4,1,4,4,2
1370,F-150King,4,4,4,4,1,4
1699,WRXLimited,5,5,3,5,2,1
982,OdysseyLX,1,2,3,2,1,3
1915,ChallengerR/T,2,5,2,1,5,4
1698,SorentoEX,4,1,5,3,5,5
1919,QX30Premium,1,4,1,3,5,1
1104,TiguanSEL,1,4,1,4,4,4
1338,CherokeeLatitude,2,5,3,2,3,2
1487,Acadia,2,1,4,4,5,1
1344,FocusST,2,3,3,4,4,3
612,AMG,5,5,5,5,4,2
1971,CLACLA,3,1,4,3,1,4
140,CorvetteCoupe,5,2,2,3,3,2
234,500LPop,3,4,4,4,4,3
1543,TahoeLT,1,4,1,1,3,2
1377,G803.3T,2,3,4,4,3,2
605,FocusRS,2,1,3,3,2,1
1801,FiestaTitanium,3,2,4,3,5,5
1763,QX30FWD,3,3,4,5,2,5
1354,X1xDrive28i,5,4,3,2,3,3
1117,488,3,5,4,5,2,5
1902,X1xDrive28i,4,1,3,3,5,5
1264,Q50Red,1,5,5,2,3,2
747,TaurusLimited,3,2,5,5,1,3
1119,Suburban4WD,3,2,3,1,4,3
1096,CLAAMG,5,2,4,4,5,2
1351,C-HRXLE,5,5,5,2,2,2
1038,Rover,3,5,5,2,5,1
1117,488,1,1,5,4,4,3
1358,OdysseyEX-L,5,2,3,3,5,2
1365,CTS-V,1,5,1,3,4,1
1854,Legacy2.5i,4,4,1,2,2,1
1025,Accord,5,3,1,5,4,4
566,CompassTrailhawk,1,4,2,5,4,4
793,FusionSE,2,2,2,5,3,5
1938,Super,4,1,2,5,1,5
1918,CountrymanCooper,5,4,2,2,3,5
693,A6Premium,5,4,5,2,5,1
1506,CorvetteCoupe,5,1,3,2,3,4
427,PacificaLX,5,4,3,5,4,4
763,SportageSX,4,2,2,1,3,3
1028,CompassSport,4,4,4,3,4,1
1126,FlexSE,4,1,4,4,4,5
1035,Outback2.5i,1,4,3,1,1,4
793,TraverseAWD,1,1,4,5,1,2
1997,PacificaLimited,2,2,3,2,2,3
1002,DurangoCitadel,2,5,4,1,4,5
1158,MustangGT,2,3,2,2,2,4
1103,HR-VEX-L,3,2,5,1,4,3
1488,OdysseyElite,1,1,4,1,4,1
1344,F-150Limited,5,1,4,4,5,4
1762,A62.0T,2,4,1,1,1,5
868,Q73.0T,4,2,1,5,1,4
1895,LCLC,5,3,2,4,4,5
1632,OptimaEX,4,2,2,3,2,4
550,AMG,4,3,2,1,5,3
581,QX30Sport,5,5,3,3,5,3
1031,ChargerSE,4,5,3,3,2,3
1381,S3Premium,1,4,2,2,5,5
1295,Q3Premium,5,4,3,2,4,5
1648,TahoeLT,2,5,3,1,2,1
1341,OdysseyEX,5,1,1,4,3,2
1058,A5,1,4,3,5,2,3
359,OdysseyEX-L,5,2,3,3,5,1
1348,LCLC,4,2,4,4,2,2
969,500XPop,3,4,3,5,1,5
1335,CompassSport,1,1,4,5,4,3
1162,CorvetteGrand,1,2,2,1,5,4
99,ExpeditionKing,5,3,5,2,4,2
601,XT5Luxury,3,2,5,2,3,4
407,F-PACE25t,4,4,4,3,5,3
932,Acadia,3,5,4,5,3,5
1500,Q3Premium,2,1,5,4,2,5
1987,Super,2,2,3,3,4,1
778,S5,3,1,4,2,5,2
1335,C-HRXLE,1,3,3,2,3,3
445,500XPop,5,2,3,1,2,3
1657,Transit,5,1,3,1,5,2
1374,MDXFWD,4,4,1,4,3,5
155,Wrangler,3,4,4,4,1,2
356,TerrainFWD,3,3,3,4,5,4
211,FusionSE,3,2,1,4,2,3
399,Challenger392,2,1,5,2,4,4
30,TahoeLS,2,3,3,1,3,3
279,ATS,3,3,2,3,2,5
983,Yukon4WD,3,5,3,1,3,1
1820,A4Premium,3,5,1,3,4,5
1482,OptimaLX,1,5,4,4,3,1
1261,G803.8L,2,3,2,5,5,5
1664,G803.8L,2,5,2,4,5,1
365,TerrainAWD,4,4,4,4,4,1
1628,G903.3T,1,2,2,1,5,1
984,AMG,3,1,1,3,1,4
47,GLCGLC,2,4,3,3,4,1
155,EquinoxFWD,4,3,4,5,4,3
1551,CamaroConvertible,4,5,2,4,5,5
994,MalibuLT,1,5,3,2,5,2
1213,TLXSH-AWD,2,4,3,2,3,5
331,Q50Red,4,5,1,4,5,2
759,DurangoCitadel,2,4,4,3,2,3
77,F-150Limited,2,3,4,1,1,5
1546,F-150Platinum,1,1,5,2,5,4
1390,F-150King,4,5,2,2,3,1
62,Expedition,4,4,1,5,4,5
170,TaurusSEL,5,5,5,5,1,4
1359,F-150Raptor,1,1,5,2,5,2
1322,EdgeTitanium,1,4,1,3,3,3
202,TiguanSEL,3,5,5,1,2,2
1820,TahoePremier,4,2,2,1,3,3
329,Q50Red,4,2,4,5,3,4
1699,Explorer4WD,2,5,3,1,4,4
452,HR-VEX,3,5,5,5,2,2
192,JourneyCrossroad,3,3,2,2,5,5
701,SQ5Premium,3,2,4,1,3,1
1239,Q73.0,2,1,1,4,2,5
84,FlexLimited,4,3,3,2,2,4
1792,GLAGLA,2,3,4,4,2,5
1773,SonataLimited,5,5,1,5,5,2
614,GLEGLE,4,5,5,1,1,1
1133,500LTrekking,4,2,5,1,4,1
1436,SoulBase,3,3,4,2,5,1
1898,CorvetteStingray,1,2,1,1,2,4
1864,XT5Luxury,3,3,4,5,4,5
103,EnclavePremium,3,1,2,1,3,5
1405,Q73.0,5,4,3,4,3,4
1962,JourneySXT,1,3,3,2,1,1
523,EnclaveLeather,1,1,1,1,1,4
1623,OptimaEX,4,1,3,2,5,3
1028,MalibuLT,5,5,4,2,3,3
1441,XC90T5,1,3,1,1,3,3
1621,OdysseyTouring,5,2,2,1,4,2
588,SoulBase,1,2,5,5,5,1
1466,C-ClassAMG,1,4,5,5,2,3
19,FiestaTitanium,2,2,3,2,2,2
1187,CamrySE,2,4,3,2,4,1
1766,WRXManual,3,4,1,3,2,3
693,MalibuLT,1,1,2,4,5,2
1483,EscapeFWD,1,2,5,5,4,4
1828,CamaroConvertible,4,3,5,4,4,3
1812,500LLounge,1,1,5,3,3,3
1319,TLXFWD,3,4,5,4,3,5
1748,Civic,4,3,2,3,3,4
452,RDXAWD,4,3,2,1,4,1
188,PacificaLimited,4,1,5,1,5,5
1191,ExpeditionKing,2,4,4,1,5,4
1296,CamrySE,1,3,5,1,2,2
1973,Forester2.0XT,5,4,4,4,4,1
751,E-ClassE,4,2,2,1,2,5
1386,F-PACE25t,5,4,4,1,1,4
1094,E-ClassE,3,1,2,1,1,5
35,TahoePremier,2,5,2,2,3,5
1313,Yukon,1,5,4,5,5,4
455,500cPop,2,3,4,2,1,5
1561,SonataLimited,5,2,4,2,3,2
88,CamryXLE,2,5,2,2,3,2
1515,Suburban2WD,5,3,1,3,2,5
1807,Q73.0T,1,3,4,3,3,2
247,ChargerDaytona,5,5,1,4,2,4
897,CompassTrailhawk,4,2,4,4,2,3
357,FlexLimited,5,3,1,3,3,4
1546,VeranoSport,3,5,2,5,4,3
1219,EnvisionFWD,4,5,5,5,1,3
1658,C-HRXLE,2,1,5,5,2,1
394,F-150Platinum,3,3,1,3,4,1
862,SportageEX,1,2,3,5,1,2
1858,TraxFWD,5,3,1,5,3,1
127,G903.3T,5,3,5,5,4,5
476,500LPop,1,1,1,5,4,4
1693,Wrangler,2,5,5,5,2,3
115,MDXFWD,3,4,2,4,2,2
847,200Limited,4,4,2,4,1,4
1838,FiestaST,1,1,1,1,2,5
248,S5,2,1,4,4,3,3
1949,Rover,2,2,2,4,5,4
1365,TraverseFWD,4,1,4,5,3,5
533,PacificaLimited,4,2,4,5,1,4
1323,FiestaST,5,1,4,3,3,4
1754,TT,2,5,2,5,2,1
966,ChallengerSXT,3,1,2,4,4,5
45,FocusST,1,3,1,3,5,2
427,G905.0L,2,1,2,5,5,1
941,QX30Sport,2,4,2,3,4,1
1126,TaurusSE,3,4,1,4,1,4
880,OdysseyLX,2,2,5,3,4,3
30,RidgelineRTL-E,4,1,3,1,3,1
694,FitEX,1,3,4,3,2,2
1218,ExpeditionXLT,3,4,3,1,1,4
895,200LX,5,4,1,5,2,3
1558,X1xDrive28i,4,2,3,2,5,1
423,CX-9Grand,3,1,5,1,4,3
1284,Civic,3,3,5,2,4,1
1790,Suburban2WD,1,5,2,4,4,2
219,C-ClassAMG,1,5,2,3,4,3
1728,QX30Premium,1,4,5,3,2,3
641,A63.0T,3,1,1,2,5,5
1428,VoltLT,4,2,5,4,2,5
1495,DurangoSXT,4,2,3,3,5,3
495,Wrangler,2,5,3,1,2,2
85,Savana,3,2,3,2,4,1
1524,EdgeSE,5,5,2,1,4,4
318,X4M40i,5,1,2,1,1,4
1634,ImpalaLS,3,5,4,3,2,2
1996,500XTrekking,1,3,1,4,2,3
1627,Q73.0,1,4,4,3,5,5
1667,FiestaSE,5,1,4,1,4,3
263,500,5,3,4,5,3,1
559,Silverado,5,1,1,4,5,4
407,CompassLatitude,2,4,2,2,2,1
1864,Acadia,4,2,2,2,1,4
1625,FocusTitanium,1,4,5,5,2,3
1658,SonataSE,1,5,5,4,1,5
1091,RDXAWD,2,1,1,5,3,3
809,MustangEcoBoost,2,5,2,4,4,2
1377,A5,1,1,2,5,3,4
1964,X5xDrive35i,2,2,3,3,4,1
606,Forester2.0XT,5,1,1,5,5,5
37,EnclavePremium,5,4,1,5,4,3
653,ExpeditionLimited,2,3,4,2,1,5
1180,Express,2,4,4,1,4,4
382,ChargerR/T,5,4,2,5,2,3
1549,DurangoGT,5,1,5,5,5,5
523,A4Premium,5,2,3,4,3,1
831,500XTrekking,1,2,3,4,2,4
834,HR-VLX,2,2,5,3,4,3
1144,Legacy2.5i,4,3,2,2,1,3
1386,TahoeLS,4,3,4,4,5,1
1499,RDXAWD,1,3,1,2,5,2
1982,CT6,4,1,3,4,3,4
506,TahoeLS,2,2,5,4,3,5
348,OdysseyEX,2,4,3,2,4,1
1275,XF25t,1,4,3,5,3,2
15,FocusS,2,1,1,4,1,4
888,EdgeTitanium,4,1,1,3,2,4
801,Savana,3,1,4,1,3,2
267,ImpalaLT,2,3,1,3,1,2
984,CorollaLE,1,2,2,1,4,4
1021,XC90T6,3,3,1,4,3,3
396,FitEX,2,1,2,4,2,1
608,RidgelineRTL,3,2,1,2,1,4
522,Sierra,4,3,2,1,3,3
1372,Q5Premium,3,2,1,4,5,2
