Id,Price,Year,Mileage,City,State,Vin,Make,Model
154595,43495,2018,6024,Rochelle Park, NJ,WBA4J3C59JBB97568,BMW,4
154618,39636,2018,5094,Pembroke Pines, FL,WBA4W3C55JAB87241,BMW,4
154742,42998,2018,4220,Murrieta, CA,WBA4W3C51JAB87253,BMW,4
154751,47887,2018,4273,Athens, GA,5UXXW3C55J0T80541,BMW,X4xDrive28i
154905,40900,2018,4713,Concord, CA,WBA4J1C59JBA30180,BMW,4
155028,41497,2018,6376,San Francisco, CA,WBA4J1C55JBA29835,BMW,4
155069,40995,2018,5357,Pembroke Pines, FL,WBA4J1C50JBG75638,BMW,4
155141,45195,2018,8,Lancaster, PA,WBXHT3C38J5F88435,BMW,X1xDrive28i
155290,46295,2018,8,Lancaster, PA,WBXHT3C33J5F88519,BMW,X1xDrive28i
155547,41900,2018,4514,Concord, CA,WBA4J1C51JBA29864,BMW,4
156525,40722,2018,14,Athens, GA,WBA4J1C51JBG76555,BMW,4
156834,39995,2018,4359,Pembroke Pines, FL,WBA4J1C57JBG75684,BMW,4
156846,39995,2018,4501,Pembroke Pines, FL,WBA4J1C5XJBG75727,BMW,4
156874,39995,2018,4872,Pembroke Pines, FL,WBA4J1C54JBG75951,BMW,4
157496,42895,2018,6,Lancaster, PA,WBXHT3C37J5F89320,BMW,X1xDrive28i
157672,43645,2018,6,Lancaster, PA,WBXHT3C38J5F88421,BMW,X1xDrive28i
157673,43645,2018,6,Lancaster, PA,WBXHT3C3XJ5F88274,BMW,X1xDrive28i
157674,43645,2018,9,Lancaster, PA,WBXHT3C33J5F89217,BMW,X1xDrive28i
158092,44795,2018,10,Lancaster, PA,WBXHT3C37J5F88040,BMW,X1xDrive28i
159287,44980,2018,197,Silver Spring, MD,WBA8Z9C50JG827779,BMW,3
159894,40945,2018,9,Lancaster, PA,WBXHT3C34J5F89095,BMW,X1xDrive28i
159945,44620,2018,11,Lancaster, PA,WBXHT3C32J5F88513,BMW,X1xDrive28i
160447,45185,2018,16,Lancaster, PA,WBA8E5G58JNU45820,BMW,3
160501,41895,2018,9,Lancaster, PA,WBXHT3C38J5F90234,BMW,X1xDrive28i
160904,38990,2018,458,Silver Spring, MD,WBXHT3C32J5F88799,BMW,X1xDrive28i
160959,38990,2018,1163,Silver Spring, MD,WBXHT3C33J5F89086,BMW,X1xDrive28i
161228,39980,2018,213,Silver Spring, MD,WBXHT3C36J5F89244,BMW,X1xDrive28i
161240,39990,2018,200,Silver Spring, MD,WBXHT3C36J5F89065,BMW,X1xDrive28i
162168,39980,2018,152,Silver Spring, MD,WBA8A3C54JA357828,BMW,3
163240,38990,2018,446,Silver Spring, MD,WBA8A3C56JA357877,BMW,3
163927,38990,2018,326,Silver Spring, MD,WBXHT3C35J5F89283,BMW,X1xDrive28i
163973,40185,2018,10,Annapolis, MD,WBA8A3C56JA067431,BMW,3
164051,39995,2018,500,Spring Valley, NY,WBA8A3C57JA357726,BMW,3
164286,37990,2018,960,Silver Spring, MD,WBA8A3C52JA357858,BMW,3
166556,35295,2018,500,Spring Valley, NY,WBA8A3C55JA067467,BMW,3
167166,36495,2018,100,Spring Valley, NY,WBA8A3C5XJA357512,BMW,3
173100,42997,2018,925,N. Miami Beach, FL,WAUDNCF56JA006319,Audi,A5
173107,42997,2018,1549,N. Miami Beach, FL,WAUDNCF5XJA005478,Audi,A5
173109,41050,2018,1000,Palo Alto, CA,WA1JCCFS8JR002110,Audi,Q3Premium
173113,58111,2018,1384,Atlanta, GA,WA1A4AFY3J2008038,Audi,SQ5Premium
173177,60500,2018,3102,Atlanta, GA,WA1A4AFY6J2020507,Audi,SQ5Premium
173209,47492,2018,3520,San Antonio, TX,WA1BNAFY3J2006792,Audi,Q5Premium
173231,47250,2018,7500,Atlanta, GA,WA1BNAFY0J2006801,Audi,Q5Premium
173278,50777,2018,10,Grapevine, TX,WA1BNAFY8J2014841,Audi,Q5Premium
173279,51740,2018,10,Grapevine, TX,WAUTNAF56JA029566,Audi,A5
173293,66892,2018,2684,San Antonio, TX,WAUC4CF59JA004126,Audi,S5
173345,71900,2018,1342,Lawrenceville, NJ,WUACSAFV7J1900408,Audi,TT
173429,70355,2018,10,Grapevine, TX,WA1VAAF76JD006418,Audi,Q73.0
174252,42230,2018,1000,Palo Alto, CA,WA1JCCFS5JR003005,Audi,Q3Premium
174583,47694,2018,1965,Colorado Springs, CO,WA1BNAFY3J2003889,Audi,Q5Premium
174701,47777,2018,10,Grapevine, TX,WA1ANAFY1J2014708,Audi,Q5Premium
174702,47777,2018,10,Grapevine, TX,WA1ANAFY9J2014360,Audi,Q5Premium
174703,47777,2018,10,Grapevine, TX,WA1ANAFY9J2014200,Audi,Q5Premium
174704,47777,2018,13,Grapevine, TX,WA1BNAFY2J2012065,Audi,Q5Premium
174722,47777,2018,1252,Grapevine, TX,WA1ANAFY3J2003080,Audi,Q5Premium
174771,48398,2018,1678,Arlington, VA,WA1BNAFY5J2001383,Audi,Q5Premium
174784,48500,2018,1298,Orland Park, IL,WA1BNAFY9J2015822,Audi,Q5Premium
174855,48500,2018,180,Scottsdale, AZ,WA1BNAFY6J2024364,Audi,Q5Premium
175065,53060,2018,379,Austin, TX,WAUENCF56JA014070,Audi,A5
175074,36777,2018,10,Grapevine, TX,WA1BCCFSXJR009287,Audi,Q3Premium
175171,55991,2018,972,Albuquerque, NM,WAU2NGF57JN002934,Audi,A5
176184,42987,2018,5016,Riverside, CA,WAUNNAF5XJA001892,Audi,A5
177259,34991,2018,25,San Antonio, TX,WA1BCCFS4JR002271,Audi,Q3Premium
179596,37650,2018,10,Langhorne, PA,19UUB1F54JA000410,Acura,TLXFWD
179636,41771,2018,127,Naperville, IL,5J8TB4H58JL005267,Acura,RDXAWD
179637,41771,2018,670,Naperville, IL,5J8TB4H57JL005342,Acura,RDXAWD
179640,41771,2018,827,Naperville, IL,5J8TB4H52JL004681,Acura,RDXAWD
179641,41771,2018,897,Naperville, IL,5J8TB4H55JL004934,Acura,RDXAWD
179646,41771,2018,1945,Naperville, IL,5J8TB4H54JL002270,Acura,RDXAWD
179647,41771,2018,2053,Naperville, IL,5J8TB4H52JL005278,Acura,RDXAWD
179648,41771,2018,2605,Naperville, IL,5J8TB4H50JL002041,Acura,RDXAWD
179663,40850,2018,10,Langhorne, PA,19UUB2F5XJA000871,Acura,TLXFWD
179690,41499,2018,174,Davis, CA,19UUB3F69JA000035,Acura,TLXSH-AWD
179715,44771,2018,1543,Naperville, IL,5J8TB4H71JL003135,Acura,RDXAWD
179717,42771,2018,69,Naperville, IL,19UUB2F69JA007805,Acura,TLXFWD
179718,44771,2018,2411,Naperville, IL,5J8TB4H71JL000168,Acura,RDXAWD
179719,44771,2018,2423,Naperville, IL,5J8TB4H70JL000114,Acura,RDXAWD
180397,42454,2018,10,Littleton, CO,5J8TB4H52JL006446,Acura,RDXAWD
180445,38993,2018,2527,Wichita, KS,19UUB3F53JA000958,Acura,TLXSH-AWD
180727,40993,2018,2578,Wichita, KS,19UUB2F61JA001237,Acura,TLXFWD
180836,41990,2018,63,Charlotte, NC,19UUB3F64JA000069,Acura,TLXSH-AWD
180846,41990,2018,295,Charlotte, NC,19UUB3F68JA000141,Acura,TLXSH-AWD
180855,41995,2018,407,Cerritos, CA,19UUB3F77JA000107,Acura,TLXSH-AWD
180889,42452,2018,1646,West Chester, PA,19UUB3F66JA000378,Acura,TLXSH-AWD
181342,45999,2018,1201,San Juan, TX,19UUB2F61JA003330,Acura,TLXFWD
181623,32995,2018,250,Cerritos, CA,19UUB1F30JA004453,Acura,TLXFWD
182002,38275,2018,5,Littleton, CO,5J8TB4H30JL006668,Acura,RDXAWD
182003,38275,2018,5,Littleton, CO,5J8TB4H36JL007730,Acura,RDXAWD
182004,38275,2018,5,Littleton, CO,5J8TB4H31JL006274,Acura,RDXAWD
182005,38275,2018,5,Littleton, CO,5J8TB4H39JL007737,Acura,RDXAWD
182088,39000,2018,5,Littleton, CO,5J8TB4H5XJL001849,Acura,RDXAWD
182089,39000,2018,10,Littleton, CO,5J8TB4H50JL000046,Acura,RDXAWD
182090,39000,2018,12,Littleton, CO,5J8TB4H57JL003106,Acura,RDXAWD
182208,38275,2018,10,Langhorne, PA,5J8TB4H3XJL003423,Acura,RDXAWD
182323,36900,2018,823,Houston, TX,19UUB2F78JA000224,Acura,TLXFWD
182432,38895,2018,1334,Winter Park, FL,19UUB2F60JA000953,Acura,TLXFWD
182434,41975,2018,5,Littleton, CO,5J8TB4H54JL006951,Acura,RDXAWD
182435,41975,2018,5,Littleton, CO,5J8TB4H52JL006074,Acura,RDXAWD
182436,41975,2018,25,Littleton, CO,5J8TB4H58JL008413,Acura,RDXAWD
182445,42000,2018,225,Littleton, CO,5J8TB4H72JL001975,Acura,RDXAWD
182457,38493,2018,1422,Wichita, KS,19UUB2F58JA000044,Acura,TLXFWD
182463,39988,2018,3301,Cockeysville, MD,19UUB3F50JA000545,Acura,TLXSH-AWD
185560,41990,2018,405,Charlotte, NC,19UUB3F60JA000067,Acura,TLXSH-AWD
192611,59510,2018,11,Arlington, VA,WA1AAAF70JD008163,Audi,Q73.0
192757,69995,2018,2485,Bossier City, LA,WAU24GF59JN002338,Audi,S5
192809,65991,2018,1287,Seattle, WA,WA1A4AFY9J2025121,Audi,SQ5Premium
192814,65991,2018,400,San Antonio, TX,WAUC4AF47JA020398,Audi,S4Prestige
193848,45698,2018,1350,Colorado Springs, CO,WA1ANAFY9J2007375,Audi,Q5Premium
193955,46800,2018,1000,Palo Alto, CA,WAUDNCF52JA007418,Audi,A5
193956,46800,2018,1000,Palo Alto, CA,WAUDNCF56JA007387,Audi,A5
194022,47990,2018,373,Highland Park, IL,WAU8NAF52JA004427,Audi,A5
194114,54110,2018,15,Tampa, FL,WAUC8AFC7JN012600,Audi,A6Premium
194115,48900,2018,352,Middletown, RI,WAUPNAF55JA001629,Audi,A5
194207,48777,2018,14,Grapevine, TX,WA1ANAFY3J2014435,Audi,Q5Premium
194260,49491,2018,10723,Beaverton, OR,WA1BNAFY1J2000344,Audi,Q5Premium
194283,48950,2018,9197,Carrollton, TX,WAUTNAF53JA002289,Audi,A5
194298,33777,2018,10,Grapevine, TX,WA1BCCFS1JR007315,Audi,Q3Premium
194309,49777,2018,10,Grapevine, TX,WA1ANAFY6J2013652,Audi,Q5Premium
194310,49777,2018,12,Grapevine, TX,WA1ANAFY3J2014256,Audi,Q5Premium
194311,49777,2018,21,Grapevine, TX,WA1ANAFY1J2001599,Audi,Q5Premium
194359,34777,2018,13,Grapevine, TX,WA1BCCFS6JR007536,Audi,Q3Premium
194378,50987,2018,2412,Watertown, MA,WA1BNAFY8J2009252,Audi,Q5Premium
194457,36275,2018,14,Grapevine, TX,WA1BCCFS3JR011057,Audi,Q3Premium
194459,53100,2018,1000,Palo Alto, CA,WAUENCF5XJA008188,Audi,A5
194460,53100,2018,1000,Palo Alto, CA,WAUENCF54JA008025,Audi,A5
194526,53951,2018,1525,Atlanta, GA,WAUB4AF47JA002706,Audi,S4Premium
194533,53403,2018,8450,Atlanta, GA,WAUB4AF47JA001460,Audi,S4Premium
194642,41997,2018,3742,N. Miami Beach, FL,WAUTNAF53JA007783,Audi,A5
194644,55997,2018,11677,Chicago, IL,WAUB4AF44JA002260,Audi,S4Premium
194648,41997,2018,4586,N. Miami Beach, FL,WAUENCF5XJA007896,Audi,A5
194652,41997,2018,5225,N. Miami Beach, FL,WAUTNAF5XJA007800,Audi,A5
194657,41997,2018,6080,N. Miami Beach, FL,WAUENCF5XJA007901,Audi,A5
